date,cash,market_value,equity,positions
2018-09-26,3889.6866130000344,194065.15600000002,197954.84261300004,5
2018-09-27,3889.6866130000344,193480.0,197369.68661300003,5
2018-09-28,3889.6866130000344,196205.0,200094.68661300003,5
2018-10-08,3889.6866130000344,187749.0,191638.68661300003,5
2018-10-09,3889.6866130000344,190565.0,194454.68661300003,5
2018-10-10,7677.885563500035,187950.497,195628.38256350002,5
2018-10-11,7677.885563500035,179075.0,186752.88556350002,5
2018-10-12,7677.885563500035,185929.0,193606.88556350002,5
2018-10-15,7677.885563500035,183485.0,191162.88556350002,5
2018-10-16,7677.885563500035,181348.0,189025.88556350002,5
2018-10-17,29432.63075870004,161509.476,190942.10675870004,4
2018-10-18,29432.63075870004,155094.0,184526.63075870005,4
2018-10-19,29432.63075870004,161317.0,190749.63075870005,4
2018-10-22,29432.63075870004,168083.0,197515.63075870005,4
2018-10-23,29432.63075870004,163055.0,192487.63075870005,4
2018-10-24,4094.4684179000396,190218.75699999998,194313.22541790002,5
2018-10-25,4094.4684179000396,191796.0,195890.46841790003,5
2018-10-26,4094.4684179000396,189940.0,194034.46841790003,5
2018-10-29,4094.4684179000396,182092.0,186186.46841790003,5
2018-10-30,4094.4684179000396,183725.0,187819.46841790003,5
2018-10-31,71000.01074990004,119056.472,190056.48274990002,3
2018-11-01,71000.01074990004,120235.0,191235.01074990004,3
2018-11-02,71000.01074990004,125476.0,196476.01074990004,3
2018-11-05,71000.01074990004,124201.0,195201.01074990004,3
2018-11-06,71000.01074990004,124206.0,195206.01074990004,3
2018-11-07,5264.564018100049,187926.89999999997,193191.4640181,5
2018-11-08,5264.564018100049,188396.0,193660.56401810003,5
2018-11-09,5264.564018100049,185028.0,190292.56401810003,5
2018-11-12,5264.564018100049,186812.0,192076.56401810003,5
2018-11-13,5264.564018100049,186635.0,191899.56401810003,5
2018-11-14,6003.545519550069,183091.2315,189094.77701955006,6
2018-11-15,6003.545519550069,185410.0,191413.54551955007,6
2018-11-16,6003.545519550069,185555.0,191558.54551955007,6
2018-11-19,6003.545519550069,190103.0,196106.54551955007,6
2018-11-20,6003.545519550069,185717.0,191720.54551955007,6
2018-11-21,6859.7811065000915,185115.186,191974.9671065001,5
2018-11-22,6859.7811065000915,183493.0,190352.7811065001,5
2018-11-23,6859.7811065000915,180031.0,186890.7811065001,5
2018-11-26,6859.7811065000915,180132.0,186991.7811065001,5
2018-11-27,6859.7811065000915,182128.0,188987.7811065001,5
2018-11-28,9140.161805900112,183828.563,192968.7248059001,5
2018-11-29,9140.161805900112,181982.0,191122.1618059001,5
2018-11-30,9140.161805900112,182840.0,191980.1618059001,5
2018-12-03,9140.161805900112,185995.0,195135.1618059001,5
2018-12-04,9140.161805900112,185679.0,194819.1618059001,5
2018-12-05,11013.741340850116,185172.3075,196186.04884085013,5
2018-12-06,11013.741340850116,180098.0,191111.74134085013,5
2018-12-07,11013.741340850116,181505.0,192518.74134085013,5
2018-12-10,11013.741340850116,178127.0,189140.74134085013,5
2018-12-11,11013.741340850116,178790.0,189803.74134085013,5
2018-12-12,10954.864459750119,182577.825,193532.68945975014,5
2018-12-13,10954.864459750119,184940.0,195894.86445975013,5
2018-12-14,10954.864459750119,180416.0,191370.86445975013,5
2018-12-17,10954.864459750119,178930.0,189884.86445975013,5
2018-12-18,10954.864459750119,177305.0,188259.86445975013,5
2018-12-19,10954.864459750119,174397.0,185351.86445975013,5
2018-12-20,10954.864459750119,173653.0,184607.86445975013,5
2018-12-21,10954.864459750119,172585.0,183539.86445975013,5
2018-12-24,10954.864459750119,173057.0,184011.86445975013,5
2018-12-25,10954.864459750119,170809.0,181763.86445975013,5
2018-12-26,24661.694617050132,154133.028,178794.7226170501,4
2018-12-27,24661.694617050132,152843.0,177504.69461705012,4
2018-12-28,24661.694617050132,150384.0,175045.69461705012,4
2019-01-02,24661.694617050132,148739.0,173400.69461705012,4
2019-01-03,24661.694617050132,148343.0,173004.69461705012,4
2019-01-04,22309.524117050132,156759.066,179068.59011705013,4
2019-01-07,22309.524117050132,158785.0,181094.52411705014,4
2019-01-08,22309.524117050132,162010.0,184319.52411705014,4
2019-01-09,22309.524117050132,159943.0,182252.52411705014,4
2019-01-10,22309.524117050132,163054.0,185363.52411705014,4
2019-01-11,22642.16119800014,160271.085,182913.24619800012,4
2019-01-14,22642.16119800014,159621.0,182263.16119800013,4
2019-01-15,22642.16119800014,166975.0,189617.16119800013,4
2019-01-16,22642.16119800014,166767.0,189409.16119800013,4
2019-01-17,22642.16119800014,164436.0,187078.16119800013,4
2019-01-18,19966.714717150157,172543.499,192510.21371715015,4
2019-01-21,19966.714717150157,173681.0,193647.71471715014,4
2019-01-22,19966.714717150157,170211.0,190177.71471715014,4
2019-01-23,19966.714717150157,170461.0,190427.71471715014,4
2019-01-24,19966.714717150157,172130.0,192096.71471715014,4
2019-01-25,4294.881741900172,189528.9085,193823.79024190016,5
2019-01-28,4294.881741900172,190913.0,195207.88174190017,5
2019-01-29,4294.881741900172,193591.0,197885.88174190017,5
2019-01-30,4294.881741900172,190858.0,195152.88174190017,5
2019-01-31,4294.881741900172,196077.0,200371.88174190017,5
2019-02-01,1053.3800679001724,202909.5075,203962.88756790018,5
2019-02-11,1053.3800679001724,211655.0,212708.38006790017,5
2019-02-12,1053.3800679001724,210887.0,211940.38006790017,5
2019-02-13,48739.326767100174,167881.0,216620.32676710017,4
2019-02-14,48739.326767100174,168829.0,217568.32676710017,4
2019-02-15,6122.366591500184,207494.052,213616.41859150017,5
2019-02-18,6122.366591500184,218658.0,224780.36659150018,5
2019-02-19,6122.366591500184,216182.0,222304.36659150018,5
2019-02-20,6122.366591500184,217112.0,223234.36659150018,5
2019-02-21,6122.366591500184,218878.0,225000.36659150018,5
2019-02-22,14343.465679850196,220245.7975,234589.26317985018,5
2019-02-25,64428.29073985019,185484.0,249912.2907398502,4
2019-02-26,64428.29073985019,180560.0,244988.2907398502,4
2019-02-27,64428.29073985019,175172.0,239600.2907398502,4
2019-02-28,64428.29073985019,178940.0,243368.2907398502,4
2019-03-01,58574.848123000214,192043.3515,250618.1996230002,4
2019-03-04,58574.848123000214,195147.0,253721.8481230002,4
2019-03-05,58574.848123000214,196770.0,255344.8481230002,4
2019-03-06,58574.848123000214,196744.0,255318.8481230002,4
2019-03-07,58574.848123000214,189507.0,248081.8481230002,4
2019-03-08,14576.777717500217,221977.859,236554.63671750022,5
2019-03-11,14576.777717500217,232967.0,247543.77771750023,5
2019-03-12,14576.777717500217,234563.0,249139.77771750023,5
2019-03-13,14576.777717500217,231792.0,246368.77771750023,5
2019-03-14,14576.777717500217,230746.0,245322.77771750023,5
2019-03-15,10169.093113100236,241019.52,251188.61311310023,5
2019-03-18,70470.62326510024,192833.0,263303.62326510024,4
2019-03-19,70470.62326510024,190233.0,260703.62326510024,4
2019-03-20,70470.62326510024,188432.0,258902.62326510024,4
2019-03-21,70470.62326510024,188753.0,259223.62326510024,4
2019-03-22,67247.53191365024,192126.2325,259373.76441365026,4
2019-03-25,67247.53191365024,184105.0,251352.53191365022,4
2019-03-26,67247.53191365024,182209.0,249456.53191365022,4
2019-03-27,67247.53191365024,187650.0,254897.53191365022,4
2019-03-28,67247.53191365024,192199.0,259446.53191365022,4
2019-03-29,66144.18705350024,204407.68050000002,270551.8675535002,4
2019-04-01,66144.18705350024,209206.0,275350.1870535002,4
2019-04-02,66144.18705350024,208301.0,274445.1870535002,4
2019-04-03,66144.18705350024,208340.0,274484.1870535002,4
2019-04-04,66144.18705350024,212840.0,278984.1870535002,4
2019-04-08,59936.542583550254,220639.73799999998,280576.2805835502,4
2019-04-09,126841.47978035024,159776.0,286617.47978035023,3
2019-04-10,126841.47978035024,159229.0,286070.47978035023,3
2019-04-11,126841.47978035024,154731.0,281572.47978035023,3
2019-04-12,126841.47978035024,155710.0,282551.47978035023,3
2019-04-15,71213.18414835025,210107.985,281321.16914835025,4
2019-04-16,71213.18414835025,217129.0,288342.18414835026,4
2019-04-17,71213.18414835025,222452.0,293665.18414835026,4
2019-04-18,71213.18414835025,222515.0,293728.18414835026,4
2019-04-19,71213.18414835025,225261.0,296474.18414835026,4
2019-04-22,74765.62403860025,218533.1055,293298.72953860025,4
2019-04-23,74765.62403860025,221233.0,295998.62403860025,4
2019-04-24,74765.62403860025,220898.0,295663.62403860025,4
2019-04-25,74765.62403860025,217154.0,291919.62403860025,4
2019-04-26,74765.62403860025,214230.0,288995.62403860025,4
2019-04-29,71434.96203860025,220557.7,291992.66203860025,4
2019-04-30,71434.96203860025,220130.0,291564.96203860024,4
2019-05-06,71434.96203860025,203142.0,274576.96203860024,4
2019-05-07,71434.96203860025,208836.0,280270.96203860024,4
2019-05-08,71434.96203860025,202555.0,273989.96203860024,4
2019-05-09,72077.24620235026,197170.3605,269247.60670235025,4
2019-05-10,72077.24620235026,210429.0,282506.24620235024,4
2019-05-13,72077.24620235026,209736.0,281813.24620235024,4
2019-05-14,72077.24620235026,207680.0,279757.24620235024,4
2019-05-15,72077.24620235026,220424.0,292501.24620235024,4
2019-05-16,69859.51525395026,220482.094,290341.6092539503,4
2019-05-17,69859.51525395026,213056.0,282915.51525395026,4
2019-05-20,69859.51525395026,208437.0,278296.51525395026,4
2019-05-21,69859.51525395026,208879.0,278738.51525395026,4
2019-05-22,69859.51525395026,209476.0,279335.51525395026,4
2019-05-23,67718.11977100027,206542.5515,274260.6712710003,4
2019-05-24,67718.11977100027,207214.0,274932.1197710003,4
2019-05-27,67718.11977100027,208857.0,276575.1197710003,4
2019-05-28,67718.11977100027,211409.0,279127.1197710003,4
2019-05-29,67718.11977100027,210219.0,277937.1197710003,4
2019-05-30,66319.97544380029,210786.926,277106.9014438003,4
2019-05-31,66319.97544380029,210166.0,276485.9754438003,4
2019-06-03,66319.97544380029,209289.0,275608.9754438003,4
2019-06-04,66319.97544380029,206477.0,272796.9754438003,4
2019-06-05,66319.97544380029,205187.0,271506.9754438003,4
2019-06-06,66731.13361440029,201796.33,268527.46361440024,4
2019-06-10,66731.13361440029,207971.0,274702.1336144003,4
2019-06-11,66731.13361440029,219898.0,286629.1336144003,4
2019-06-12,66731.13361440029,216749.0,283480.1336144003,4
2019-06-13,66731.13361440029,215732.0,282463.1336144003,4
2019-06-14,65884.6760658503,215122.29249999998,281006.9685658503,4
2019-06-17,65884.6760658503,214407.0,280291.6760658503,4
2019-06-18,65884.6760658503,215474.0,281358.6760658503,4
2019-06-19,65884.6760658503,219449.0,285333.6760658503,4
2019-06-20,65884.6760658503,229601.0,295485.6760658503,4
2019-06-21,66222.02667650032,226433.08099999998,292655.1076765003,4
2019-06-24,66222.02667650032,228424.0,294646.02667650033,4
2019-06-25,66222.02667650032,224560.0,290782.02667650033,4
2019-06-26,66222.02667650032,223286.0,289508.02667650033,4
2019-06-27,66222.02667650032,228893.0,295115.02667650033,4
2019-06-28,67861.49166275031,227780.96850000002,295642.4601627503,4
2019-07-01,138763.22786035034,168419.0,307182.22786035034,3
2019-07-02,138763.22786035034,168984.0,307747.22786035034,3
2019-07-03,138763.22786035034,166375.0,305138.22786035034,3
2019-07-04,138763.22786035034,165937.0,304700.22786035034,3
2019-07-05,85738.25139930034,220521.16749999998,306259.41889930033,4
2019-07-08,85738.25139930034,215952.0,301690.25139930035,4
2019-07-09,85738.25139930034,215316.0,301054.25139930035,4
2019-07-10,85738.25139930034,216406.0,302144.25139930035,4
2019-07-11,85738.25139930034,215137.0,300875.25139930035,4
2019-07-12,86254.80919560035,216023.483,302278.29219560034,4
2019-07-15,86254.80919560035,217387.0,303641.80919560033,4
2019-07-16,86254.80919560035,214216.0,300470.80919560033,4
2019-07-17,86254.80919560035,214787.0,301041.80919560033,4
2019-07-18,86254.80919560035,211680.0,297934.80919560033,4
2019-07-19,28981.272801400373,270331.902,299313.1748014004,5
2019-07-22,28981.272801400373,269597.0,298578.2728014004,5
2019-07-23,28981.272801400373,268623.0,297604.2728014004,5
2019-07-24,28981.272801400373,272416.0,301397.2728014004,5
2019-07-25,28981.272801400373,276216.0,305197.2728014004,5
2019-07-26,21991.594055650392,283487.2135,305478.8075556504,5
2019-07-29,21991.594055650392,283321.0,305312.5940556504,5
2019-07-30,21991.594055650392,281426.0,303417.5940556504,5
2019-07-31,21991.594055650392,279108.0,301099.5940556504,5
2019-08-01,21991.594055650392,277388.0,299379.5940556504,5
2019-08-02,72244.8180910504,222309.726,294554.5440910504,4
2019-08-05,72244.8180910504,216148.0,288392.8180910504,4
2019-08-06,72244.8180910504,219566.0,291810.8180910504,4
2019-08-07,72244.8180910504,217003.0,289247.8180910504,4
2019-08-08,72244.8180910504,224299.0,296543.8180910504,4
2019-08-09,72603.23840805041,219228.962,291832.20040805044,4
2019-08-12,72603.23840805041,223484.0,296087.2384080504,4
2019-08-13,72603.23840805041,222966.0,295569.2384080504,4
2019-08-14,72603.23840805041,224266.0,296869.2384080504,4
2019-08-15,72603.23840805041,227714.0,300317.2384080504,4
2019-08-16,83477.00186540044,215966.82150000002,299443.8233654004,4
2019-08-19,83477.00186540044,221605.0,305082.00186540047,4
2019-08-20,83477.00186540044,225054.0,308531.00186540047,4
2019-08-21,83477.00186540044,222567.0,306044.00186540047,4
2019-08-22,83477.00186540044,222837.0,306314.00186540047,4
2019-08-23,85389.08334515044,229182.296,314571.37934515043,4
2019-08-26,85389.08334515044,224076.0,309465.08334515046,4
2019-08-27,85389.08334515044,227078.0,312467.08334515046,4
2019-08-28,85389.08334515044,227382.0,312771.08334515046,4
2019-08-29,85389.08334515044,228882.0,314271.08334515046,4
2019-08-30,74485.61786855044,243978.005,318463.6228685505,4
2019-09-02,74485.61786855044,246701.0,321186.6178685505,4
2019-09-03,74485.61786855044,248134.0,322619.6178685505,4
2019-09-04,74485.61786855044,244874.0,319359.6178685505,4
2019-09-05,74485.61786855044,246733.0,321218.6178685505,4
2019-09-06,76394.70234755044,245004.344,321399.04634755047,4
2019-09-09,76394.70234755044,244790.0,321184.7023475504,4
2019-09-10,76394.70234755044,242515.0,318909.7023475504,4
2019-09-11,76394.70234755044,234036.0,310430.7023475504,4
2019-09-12,76394.70234755044,237577.0,313971.7023475504,4
2019-09-16,17307.90740085047,300378.049,317685.95640085044,5
2019-09-17,17307.90740085047,296285.0,313592.90740085044,5
2019-09-18,81831.94284405047,233789.0,315620.94284405047,4
2019-09-19,81831.94284405047,233403.0,315234.94284405047,4
2019-09-20,81831.94284405047,234532.0,316363.94284405047,4
2019-09-23,87210.99163795047,226614.345,313825.3366379505,4
2019-09-24,87210.99163795047,227180.0,314390.9916379505,4
2019-09-25,87210.99163795047,225873.0,313083.9916379505,4
2019-09-26,87210.99163795047,222318.0,309528.9916379505,4
2019-09-27,87210.99163795047,225659.0,312869.9916379505,4
2019-09-30,72535.67200145048,234744.0895,307279.7615014505,4
2019-10-08,72535.67200145048,233009.0,305544.6720014505,4
2019-10-09,72535.67200145048,232462.0,304997.6720014505,4
2019-10-10,72535.67200145048,238970.0,311505.6720014505,4
2019-10-11,72535.67200145048,240600.0,313135.6720014505,4
2019-10-14,71407.27736585049,245146.932,316554.2093658505,4
2019-10-15,71407.27736585049,245707.0,317114.2773658505,4
2019-10-16,71407.27736585049,246118.0,317525.2773658505,4
2019-10-17,71407.27736585049,249758.0,321165.2773658505,4
2019-10-18,71407.27736585049,245545.0,316952.2773658505,4
2019-10-21,81570.85049915052,235125.533,316696.3834991505,4
2019-10-22,81570.85049915052,238419.0,319989.8504991505,4
2019-10-23,81570.85049915052,237402.0,318972.8504991505,4
2019-10-24,81570.85049915052,236360.0,317930.8504991505,4
2019-10-25,81570.85049915052,243475.0,325045.8504991505,4
2019-10-28,81797.57010995055,247302.87600000002,329100.44610995054,4
2019-10-29,81797.57010995055,249639.0,331436.57010995055,4
2019-10-30,81797.57010995055,248755.0,330552.57010995055,4
2019-10-31,81797.57010995055,247550.0,329347.57010995055,4
2019-11-01,81797.57010995055,256315.0,338112.57010995055,4
2019-11-04,82696.40134115057,256409.44,339105.8413411506,4
2019-11-05,82696.40134115057,259743.0,342439.4013411506,4
2019-11-06,82696.40134115057,259066.0,341762.4013411506,4
2019-11-07,82696.40134115057,258381.0,341077.4013411506,4
2019-11-08,82696.40134115057,258662.0,341358.4013411506,4
2019-11-11,86466.99044205058,249037.2725,335504.2629420506,4
2019-11-12,86466.99044205058,247983.0,334449.99044205056,4
2019-11-13,86466.99044205058,252866.0,339332.99044205056,4
2019-11-14,86466.99044205058,255323.0,341789.99044205056,4
2019-11-15,86466.99044205058,251746.0,338212.99044205056,4
2019-11-18,86466.99044205058,251250.0,337716.99044205056,4
2019-11-19,86466.99044205058,257059.0,343525.99044205056,4
2019-11-20,86466.99044205058,254358.0,340824.99044205056,4
2019-11-21,86466.99044205058,251989.0,338455.99044205056,4
2019-11-22,86466.99044205058,246522.0,332988.99044205056,4
2019-11-25,85483.11070605057,249396.402,334879.5127060506,4
2019-11-26,85483.11070605057,257868.0,343351.1107060506,4
2019-11-27,85483.11070605057,259289.0,344772.1107060506,4
2019-11-28,85483.11070605057,259828.0,345311.1107060506,4
2019-11-29,85483.11070605057,255305.0,340788.1107060506,4
2019-12-02,78243.52271395057,261142.10700000002,339385.62971395056,4
2019-12-03,78243.52271395057,259939.0,338182.5227139506,4
2019-12-04,78243.52271395057,262226.0,340469.5227139506,4
2019-12-05,78243.52271395057,272875.0,351118.5227139506,4
2019-12-06,78243.52271395057,276695.0,354938.5227139506,4
2019-12-09,22746.371393450583,333709.57300000003,356455.9443934506,5
2019-12-10,22746.371393450583,339565.0,362311.3713934506,5
2019-12-11,22746.371393450583,333650.0,356396.3713934506,5
2019-12-12,22746.371393450583,331672.0,354418.3713934506,5
2019-12-13,22746.371393450583,339882.0,362628.3713934506,5
2019-12-16,24062.262109450574,339534.864,363597.1261094506,5
2019-12-17,24062.262109450574,345293.0,369355.2621094506,5
2019-12-18,24062.262109450574,339976.0,364038.2621094506,5
2019-12-19,24062.262109450574,338398.0,362460.2621094506,5
2019-12-20,24062.262109450574,337871.0,361933.2621094506,5
2019-12-23,24062.262109450574,335966.0,360028.2621094506,5
2019-12-24,24062.262109450574,345429.0,369491.2621094506,5
2019-12-25,107070.24455585057,270094.0,377164.2445558506,4
2019-12-26,107070.24455585057,268753.0,375823.2445558506,4
2019-12-27,107070.24455585057,270598.0,377668.2445558506,4
2019-12-30,25547.91235640057,355085.5725,380633.4848564006,5
2019-12-31,25547.91235640057,353896.0,379443.9123564006,5
2020-01-02,25547.91235640057,361096.0,386643.9123564006,5
2020-01-03,25547.91235640057,362895.0,388442.9123564006,5
2020-01-06,25547.91235640057,360301.0,385848.9123564006,5
2020-01-07,20801.01096365055,365025.96,385826.97096365056,5
2020-01-08,20801.01096365055,362529.0,383330.01096365054,5
2020-01-09,98388.04763885055,294716.0,393104.0476388505,4
2020-01-10,98388.04763885055,292504.0,390892.0476388505,4
